sweep,artifact,decomposer,k,seed,layer,category,target_norm,fit,lasso_alpha,r2,cosine,residual_l2,weight_l1,weight_l2,weight_l0
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,sadness,4.420462131500244,lasso,0.1,0.0,0.0,4.420462123136005,0.0,0.0,0
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,surprise,3.1134231090545654,ols,,0.7651346318885044,0.8747197985649109,1.508855508372042,31.729446411132812,9.435108184814453,16
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,surprise,3.1134231090545654,nnls,,0.47936139246233234,0.6923593309080445,2.246499602445235,12.51291397752804,5.210403743933734,10
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,surprise,3.1134231090545654,lasso,0.001,0.3729452904197458,0.6680741906166077,2.4654197926576966,5.234071254730225,2.7145655155181885,5
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,surprise,3.1134231090545654,lasso,0.01,0.0,0.0,3.1134232281674894,0.0,0.0,0
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,surprise,3.1134231090545654,lasso,0.1,0.0,0.0,3.1134232281674894,0.0,0.0,0
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,trust,3.948798894882202,ols,,0.9014667143554458,0.9494559168815613,1.239528376966537,40.48267364501953,15.077238082885742,16
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,trust,3.948798894882202,nnls,,0.49680949495877813,0.7048470874361569,2.801116747137531,15.069774140522437,7.591474077309028,8
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,trust,3.948798894882202,lasso,0.001,0.49248724362872554,0.8037305474281311,2.8131213879260146,9.958009719848633,5.04523229598999,7
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,trust,3.948798894882202,lasso,0.01,0.0,0.0,3.948798665721612,0.0,0.0,0
basis_sweep,ica_k016_seed1.pt,ica,16,1,19,trust,3.948798894882202,lasso,0.1,0.0,0.0,3.948798665721612,0.0,0.0,0
basis_sweep,nmf_k008_seed0.pt,nmf,8,0,19,anger,3.6211390495300293,ols,,0.7333050876795906,0.8563324213027954,1.870047194961415,1.1950713396072388,0.4611787497997284,8
basis_sweep,nmf_k008_seed0.pt,nmf,8,0,19,anger,3.6211390495300293,nnls,,0.733305071246844,0.8563323368279504,1.8700472525740837,1.195071401796816,0.4611787562389541,8
basis_sweep,nmf_k008_seed0.pt,nmf,8,0,19,anger,3.6211390495300293,lasso,0.001,0.729268227137821,0.8542178869247437,1.8841471393534435,0.9666719436645508,0.36849403381347656,8
basis_sweep,nmf_k008_seed0.pt,nmf,8,0,19,anger,3.6211390495300293,lasso,0.01,0.6542739982114399,0.8120958209037781,2.1291743398429825,0.3025861978530884,0.13322031497955322,7
