component,alpha_unit,n_tokens,rep_2,rep_3,rep_4,max_run,max_run_norm,compress_ratio,unique_token_ratio,toxicity_rate,toxicity_hits,non_ascii_ratio
54,-2.0,33.5,0.1724777312216062,0.11912512218963832,0.09325610632183909,1.0,0.030926369133056568,0.6718476731257433,0.6424101404516304,0.0,0.0,0.0014124293785310734
54,0.0,36.875,0.158385817821994,0.0982747346901963,0.06193528693528694,1.0,0.027430673374696145,0.6714425846701426,0.658888818329046,0.0,0.0,0.002564102564102564
54,2.0,34.875,0.19052856408941934,0.1399010973749123,0.11886200716845878,1.0,0.029317899370879464,0.6863946574290698,0.6459849193162085,0.0,0.0,0.005698338525441329
55,-2.0,35.375,0.11357732010207916,0.060282258064516134,0.030172413793103453,1.0,0.028575651440146347,0.7081432164676783,0.6705838816672858,0.0,0.0,0.0007961783439490446
55,0.0,36.875,0.158385817821994,0.0982747346901963,0.06193528693528694,1.0,0.027430673374696145,0.6714425846701426,0.658888818329046,0.0,0.0,0.002564102564102564
55,2.0,37.0,0.07774937095126298,0.012931034482758619,0.004464285714285712,1.125,0.031548303978839405,0.7233891490229226,0.726828280856398,0.0,0.0,0.0016519823788546256
56,-2.0,32.5,0.12615693882141252,0.06827998601817636,0.04318181818181818,0.875,0.02364595802095802,0.6262844244743692,0.5948011166761167,0.0,0.0,0.0019230769230769232
56,0.0,36.875,0.158385817821994,0.0982747346901963,0.06193528693528694,1.0,0.027430673374696145,0.6714425846701426,0.658888818329046,0.0,0.0,0.002564102564102564
56,2.0,37.125,0.13954866486068113,0.08415293480035752,0.06431451612903225,1.125,0.03106648063898406,0.6898360473842191,0.6661676198098907,0.0,0.0,0.0
57,-2.0,37.0,0.1579008813536098,0.09025708121386027,0.059872159090909094,1.0,0.027327402809348953,0.6829204786183682,0.6436996075459968,0.0,0.0,0.0031847133757961785
57,0.0,36.875,0.158385817821994,0.0982747346901963,0.06193528693528694,1.0,0.027430673374696145,0.6714425846701426,0.658888818329046,0.0,0.0,0.002564102564102564
57,2.0,35.25,0.12137659492800713,0.06695210426828073,0.040927568366592754,1.0,0.0341237678127922,0.7171954805146137,0.7018769125476443,0.0,0.0,0.0013227513227513227
58,-2.0,35.125,0.1032260004226916,0.047546897546897546,0.02253807773109244,1.0,0.028615855260592103,0.6997024141637535,0.6761600843837686,0.0,0.0,0.003308408781927049
58,0.0,36.875,0.158385817821994,0.0982747346901963,0.06193528693528694,1.0,0.027430673374696145,0.6714425846701426,0.658888818329046,0.0,0.0,0.002564102564102564
58,2.0,35.375,0.10065861769809137,0.028445512820512817,0.006578947368421059,1.0,0.029402199111513663,0.7156708333148595,0.7153689132216255,0.0,0.0,0.0006544502617801048
59,-2.0,35.375,0.20369223989580026,0.13895459116047354,0.12042140151515152,1.0,0.029192151923845288,0.643464041087186,0.6272156631824825,0.0,0.0,0.006983458177278402
59,0.0,36.875,0.158385817821994,0.0982747346901963,0.06193528693528694,1.0,0.027430673374696145,0.6714425846701426,0.658888818329046,0.0,0.0,0.002564102564102564
59,2.0,37.0,0.13839530210762346,0.0890080233580549,0.060657121080139376,1.0,0.027549278580510653,0.6886817882491518,0.6658727616137925,0.0,0.0,0.0022727272727272726
60,-2.0,29.125,0.07688078703703705,0.024865591397849468,0.013289473684210518,1.0,0.03937678175483053,0.7706154146143763,0.7515474870657798,0.0,0.0,0.0015527950310559005
60,0.0,36.875,0.158385817821994,0.0982747346901963,0.06193528693528694,1.0,0.027430673374696145,0.6714425846701426,0.658888818329046,0.0,0.0,0.002564102564102564
60,2.0,35.25,0.08046999205087439,0.03471620971620973,0.01953125,1.0,0.028674314807575485,0.7113590566948027,0.7148652802493952,0.0,0.0,0.0037688442211055275
61,-2.0,37.125,0.14191742349637085,0.08092403558601381,0.046539449112978526,1.0,0.027076468773200524,0.685354662454484,0.6495849386182578,0.0,0.0,0.0033967391304347825
61,0.0,36.875,0.158385817821994,0.0982747346901963,0.06193528693528694,1.0,0.027430673374696145,0.6714425846701426,0.658888818329046,0.0,0.0,0.002564102564102564
61,2.0,37.125,0.2519081542000572,0.18765236200581026,0.15399401342446725,1.0,0.027670215391497846,0.6244703672497117,0.5723806315613947,0.0,0.0,0.0018028846153846155
62,-2.0,36.5,0.10686500080383309,0.04998439605294443,0.016115900383141757,1.0,0.027645011238761237,0.708929830235813,0.6910240800865801,0.0,0.0,0.0013089005235602095
62,0.0,36.875,0.158385817821994,0.0982747346901963,0.06193528693528694,1.0,0.027430673374696145,0.6714425846701426,0.658888818329046,0.0,0.0,0.002564102564102564
62,2.0,39.0,0.11480448540280858,0.05274155077230848,0.025657894736842102,1.125,0.03004217831850446,0.7212549660334825,0.6813354673907905,0.0,0.0,0.006578454746194633
63,-2.0,32.5,0.08910498001730273,0.030434655434655428,0.01781631097560976,0.875,0.023926398132663902,0.6589661195330677,0.5876456856114132,0.0,0.0,0.001893939393939394
63,0.0,36.875,0.158385817821994,0.0982747346901963,0.06193528693528694,1.0,0.027430673374696145,0.6714425846701426,0.658888818329046,0.0,0.0,0.002564102564102564
63,2.0,37.0,0.1602185559538501,0.08241065321477428,0.05828445747800587,1.0,0.027680591467356172,0.6993452480671263,0.6319363642893054,0.0,0.0,0.0018472906403940886
