sweep,artifact,decomposer,k,seed,layer,category,target_norm,fit,lasso_alpha,r2,cosine,residual_l2,weight_l1,weight_l2,weight_l0
basis_sweep_L22,ica_k032_seed0.pt,ica,32,0,22,trust,5.438450813293457,lasso,0.1,0.0,0.0,5.438450697297759,0.0,0.0,0
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,anger,4.784615993499756,ols,,0.9481754940098931,0.9737429618835449,1.0892176863714818,148.8382568359375,23.788679122924805,64
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,anger,4.784615993499756,nnls,,0.19982578296701503,0.4470186936797885,4.279956706566263,19.407961629064808,4.587989257463043,35
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,anger,4.784615993499756,lasso,0.001,0.08473466313511835,0.3381197154521942,4.577418354166735,2.1360678672790527,1.1418803930282593,5
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,anger,4.784615993499756,lasso,0.01,0.0,0.0,4.784616120664137,0.0,0.0,0
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,anger,4.784615993499756,lasso,0.1,0.0,0.0,4.784616120664137,0.0,0.0,0
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,anticipation,6.219874382019043,ols,,0.9707819250404427,0.9852825999259949,1.0631814902859347,228.12217712402344,37.55856704711914,64
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,anticipation,6.219874382019043,nnls,,0.09999730383923511,0.31622347611482327,5.900699697861111,18.72678512874356,4.544905794647438,33
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,anticipation,6.219874382019043,lasso,0.001,0.023616770737173387,0.23316235840320587,6.145988781358613,0.9851970672607422,0.5536834001541138,4
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,anticipation,6.219874382019043,lasso,0.01,0.0,0.0,6.219874294764789,0.0,0.0,0
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,anticipation,6.219874382019043,lasso,0.1,0.0,0.0,6.219874294764789,0.0,0.0,0
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,disgust,5.338983058929443,ols,,0.9624997005626211,0.9810706973075867,1.0338937798252903,155.11294555664062,25.715505599975586,64
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,disgust,5.338983058929443,nnls,,0.20235876637403627,0.44984303440243123,4.768286621923248,25.51678333426353,6.031701344141281,35
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,disgust,5.338983058929443,lasso,0.001,0.06124113347519866,0.3261999487876892,5.172917840009852,2.015394449234009,1.046599268913269,7
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,disgust,5.338983058929443,lasso,0.01,0.0,0.0,5.338983205508439,0.0,0.0,0
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,disgust,5.338983058929443,lasso,0.1,0.0,0.0,5.338983205508439,0.0,0.0,0
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,fear,5.226761817932129,ols,,0.9579859269430385,0.9787676334381104,1.071346813443099,173.54074096679688,28.451080322265625,64
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,fear,5.226761817932129,nnls,,0.12140215002547783,0.3484281362072994,4.899229196313554,15.519403018777114,3.7051457785699573,29
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,fear,5.226761817932129,lasso,0.001,0.10053331544141841,0.40717342495918274,4.957072036130474,3.1652371883392334,1.2793748378753662,7
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,fear,5.226761817932129,lasso,0.01,0.0,0.0,5.22676156752579,0.0,0.0,0
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,fear,5.226761817932129,lasso,0.1,0.0,0.0,5.22676156752579,0.0,0.0,0
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,joy,3.6186840534210205,ols,,0.9176919766047118,0.9579623937606812,1.0381778019677241,59.67619705200195,10.411970138549805,64
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,joy,3.6186840534210205,nnls,,0.1522732263053006,0.39022204488630785,3.3317975333671046,8.858116235391467,2.2948938166602346,30
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,joy,3.6186840534210205,lasso,0.001,0.3062171135760984,0.6337816119194031,3.0141332227479025,5.674379348754883,2.2732656002044678,10
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,joy,3.6186840534210205,lasso,0.01,0.0,0.0,3.618683935955823,0.0,0.0,0
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,joy,3.6186840534210205,lasso,0.1,0.0,0.0,3.618683935955823,0.0,0.0,0
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,sadness,5.9025139808654785,ols,,0.9707898835838604,0.9852866530418396,1.0087968026498497,200.9205322265625,31.925283432006836,64
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,sadness,5.9025139808654785,nnls,,0.18836238164943575,0.43400729981380604,5.317630259267416,26.467859635965603,5.95627846136551,34
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,sadness,5.9025139808654785,lasso,0.001,0.03354446484905527,0.25229087471961975,5.80267159329467,1.2606596946716309,0.6531005501747131,4
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,sadness,5.9025139808654785,lasso,0.01,0.0,0.0,5.902514371292993,0.0,0.0,0
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,sadness,5.9025139808654785,lasso,0.1,0.0,0.0,5.902514371292993,0.0,0.0,0
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,surprise,4.056278705596924,ols,,0.9251044159280936,0.9618234634399414,1.1100840921595307,104.61253356933594,17.168874740600586,64
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,surprise,4.056278705596924,nnls,,0.22495174119462824,0.47429073193991156,3.5710188742072977,21.20843397389998,4.754571727837107,34
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,surprise,4.056278705596924,lasso,0.001,0.11889939601113708,0.4595365524291992,3.807505353296415,2.998961925506592,1.0984268188476562,11
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,surprise,4.056278705596924,lasso,0.01,0.0,0.0,4.056278570747559,0.0,0.0,0
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,surprise,4.056278705596924,lasso,0.1,0.0,0.0,4.056278570747559,0.0,0.0,0
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,trust,5.438450813293457,ols,,0.9644098389389951,0.9820436239242554,1.0259830180541836,175.72926330566406,29.999393463134766,64
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,trust,5.438450813293457,nnls,,0.0852256030077595,0.29193419578475044,5.20154303790657,13.927838036630808,3.439556950133137,30
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,trust,5.438450813293457,lasso,0.001,0.05132931611062108,0.2697242200374603,5.2970361375632855,1.5342832803726196,0.986362874507904,4
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,trust,5.438450813293457,lasso,0.01,0.0,0.0,5.438450697297759,0.0,0.0,0
basis_sweep_L22,ica_k064_seed0.pt,ica,64,0,22,trust,5.438450813293457,lasso,0.1,0.0,0.0,5.438450697297759,0.0,0.0,0
