decomposer,k,seed,layer,silhouette_cosine_H,component,mi,linear_sep_acc,category_top1_dominance,vad_explained
pca,128,0,22,-0.025508098304271698,11,0.15329030058897875,0.14156249999999998,0.25,0.007258686237037182
pca,128,0,22,-0.025508098304271698,12,0.1438596921211439,0.14562499999999998,0.375,0.00482662720605731
pca,128,0,22,-0.025508098304271698,13,0.15969201795156263,0.144375,0.375,0.0031452705152332783
pca,128,0,22,-0.025508098304271698,14,0.17683482679594587,0.15562499999999999,0.625,0.0031423731707036495
pca,128,0,22,-0.025508098304271698,15,0.16309622857324468,0.164375,0.625,0.011554053984582424
pca,128,0,22,-0.025508098304271698,16,0.19274754104957026,0.1484375,0.75,0.001112209865823388
pca,128,0,22,-0.025508098304271698,17,0.16045752311551764,0.164375,0.375,0.010170125402510166
pca,128,0,22,-0.025508098304271698,18,0.1650952663994607,0.1496875,0.25,0.0023729505483061075
pca,128,0,22,-0.025508098304271698,19,0.15713979322428306,0.1521875,0.25,0.013102005235850811
pca,128,0,22,-0.025508098304271698,20,0.15587172117816683,0.15781249999999997,0.625,0.0014197675045579672
pca,128,0,22,-0.025508098304271698,21,0.15361652216314203,0.1346875,0.375,0.001646494958549738
pca,128,0,22,-0.025508098304271698,22,0.1338834324214213,0.1334375,0.375,0.01123008131980896
pca,128,0,22,-0.025508098304271698,23,0.13689089707327007,0.151875,0.5,0.0031648215372115374
pca,128,0,22,-0.025508098304271698,24,0.11592555357489509,0.13999999999999999,0.25,0.0003704351547639817
pca,128,0,22,-0.025508098304271698,25,0.16668452470301354,0.15562499999999999,1.0,0.0016222101403400302
pca,128,0,22,-0.025508098304271698,26,0.15079364634914816,0.14375,0.375,0.0002263740898342803
pca,128,0,22,-0.025508098304271698,27,0.13994935077340642,0.1396875,0.5,0.007163895294070244
pca,128,0,22,-0.025508098304271698,28,0.16429237759903392,0.14750000000000002,0.375,0.0008257792214863002
pca,128,0,22,-0.025508098304271698,29,0.16254044166246695,0.1559375,0.375,0.00015380173863377422
pca,128,0,22,-0.025508098304271698,30,0.15291565437985621,0.1353125,0.375,0.0029369823168963194
pca,128,0,22,-0.025508098304271698,31,0.12693826346840353,0.1384375,0.625,0.0040811700746417046
pca,128,0,22,-0.025508098304271698,32,0.1684580310498549,0.146875,0.375,0.012624966911971569
pca,128,0,22,-0.025508098304271698,33,0.12793130994195412,0.14125,0.375,0.0055999839678406715
